period,sales.kg,year,month,day,week,quincena,price,wd,wpd,Variants,TRPs,adstocks,trend1,trend2,y2002
202,1276.112,2005,11,20,47,1,23.8450824263727,5107.05429777379,704.799054913365,71,1377.28,12731.9514669526,202,5.31320597904179,71
203,1060.092,2005,11,27,48,0,23.8836514450356,5080.96026368409,878.269932113937,71,868.2,12326.9563202573,203,5.31811999384422,71
204,1320.962,2005,12,4,49,1,24.2669900340328,5068.55610934205,639.093323207227,70,1111.74,12206.0006882316,204,5.32300997913841,70
205,1086.432,2005,12,11,50,0,24.4069761842022,5037.94454196437,606.771362334429,71,856.47,11841.8706194084,205,5.32787616878958,71
206,1161.755,2005,12,18,51,1,24.5989221312205,5025.33152552351,628.962894905721,75,866.43,11524.1135574676,206,5.33271879326537,75
207,952.529,2005,12,25,52,0,24.7887138121501,5002.15584472935,463.531062727165,70,134.9,10506.6022017208,207,5.33753807970132,70
208,1029.994,2006,1,1,1,1,24.4145712458841,4791.4665880462,559.602852978959,67,217.73,9673.67198154876,208,5.34233425196481,67
209,1319.245,2006,1,8,2,0,24.8033848353559,4805.91310642806,672.374833462256,66,716.36,9422.66478339388,209,5.34710753071747,66
210,1366.226,2006,1,15,3,1,24.7375644014423,4799.73627210936,780.760660586208,67,1210.78,9691.1783050545,210,5.35185813347607,67
211,1273.89,2006,1,22,4,0,24.7836091454272,4801.80519393908,766.909572748549,68,1352.66,10074.720474549,211,5.35658627467201,68
212,1254.052,2006,1,29,5,0,24.72736440904,4774.68030609015,778.177695213311,67,1587.62,10654.8684270941,212,5.36129216570943,67
213,1428.28,2006,2,5,6,1,24.5887979734391,4776.42832856283,867.780029891216,67,1276.51,10865.8915843847,213,5.36597601502185,67
214,1324.65,2006,2,12,7,0,24.5361100661388,4761.55480623893,749.522372795487,67,1190.15,10969.4524259463,214,5.37063802812766,67
215,1375.69,2006,2,19,8,1,24.396984229917,4756.8434167379,853.00581519817,69,1309.8,11182.3071833516,215,5.37527840768417,69
216,1250.214,2006,2,26,9,0,24.4136680238754,4737.15143029669,857.189248066244,67,1725.92,11789.9964650165,216,5.37989735354046,67
217,1577.877,2006,3,5,10,1,24.459921167161,4741.85082401724,1025.3281844901,76,1320.9,11931.8968185148,217,5.38449506278909,76
218,1293.397,2006,3,12,11,0,24.5102054260199,4729.62008822029,818.653692158718,76,1426.18,12164.8871366633,218,5.3890717298165,76
219,1389.579,2006,3,19,12,1,24.5619699706982,4721.88407020657,917.32800939427,77,997.96,11946.358422997,219,5.39362754635236,77
220,1287.789,2006,3,26,13,0,24.6117738134792,4701.35378655134,817.714799541094,74,874.39,11626.1125806973,220,5.39816270151775,74
221,1493.353,2006,4,2,14,1,24.611851807106,4707.30112088316,906.547155406115,72,1338.83,11802.3313226276,221,5.40267738187228,72
222,1332.874,2006,4,9,15,0,24.6915430894268,4740.85508277929,660.21651589928,76,1432.33,12054.4281903648,222,5.40717177146012,76
223,1347.108,2006,4,16,16,1,24.6723485659845,4731.573140542,926.372841400554,77,1101.06,11950.0453713283,223,5.41164605185504,77
224,1351.521,2006,4,23,17,0,24.9039318071858,4720.60968441595,994.085933404791,78,1541.37,12296.4108341955,224,5.41610040220442,78
225,1324.508,2006,4,30,18,1,24.8714978916165,4684.37703582432,1008.9842873925,78,1570.96,12637.729750776,225,5.42053499927229,78
226,1471.545,2006,5,7,19,0,24.9146567895605,4696.06298950749,727.956355302774,78,1004.56,12378.5167756984,226,5.4249500174814,78
227,1231.977,2006,5,14,20,0,24.874493763168,4719.61106061115,702.561614568966,77,1316.8,12457.4650981285,227,5.42934562895444,77
228,1443.189,2006,5,21,21,1,25.1643115797156,4743.34084984102,834.453503597284,78,1392.22,12603.9385883157,228,5.43372200355424,78
229,1254.298,2006,5,28,22,0,25.1952842095411,4709.58166346463,785.0224131151,64,1278.41,12621.9547294841,229,5.4380793089232,64
230,1614.053,2006,6,4,23,1,25.0662304316722,4654.57488238482,734.488044814803,67,1477.01,12836.7692565357,230,5.44241771052179,67
231,1314.646,2006,6,11,24,0,24.8236595146945,4569.88304215843,797.43279206475,71,1311.78,12864.8723308821,231,5.44673737166631,71
232,1395.603,2006,6,18,25,1,24.7507561210442,4510.16132420979,798.183703470082,70,1066.94,12645.3250977939,232,5.4510384535657,70
233,1468.453,2006,6,25,26,0,24.3465945513078,4507.29685164819,1376.28934533755,63,1094.47,12475.2625880145,233,5.4553211153577,63
234,1601.195,2006,7,2,27,1,24.1731021986405,4471.83922346786,1256.75928291297,62,1142.4,12370.1363292131,234,5.45958551414416,62
235,1408.57,2006,7,9,28,0,24.3617321821245,4443.67894405458,567.204780726061,64,1221.38,12354.5026962918,235,5.46383180502561,64
236,1517.355,2006,7,16,29,1,24.3277101122883,4460.36714716422,985.625960395402,62,751.21,11870.2624266626,236,5.46806014113513,62
237,1408.848,2006,7,23,30,0,24.3789159862942,4416.18367605235,1327.27091262654,60,997.86,11681.0961839963,237,5.47227067367148,60
238,1487.646,2006,7,30,31,1,24.2140533857373,4399.33034650896,1358.8229153331,60,1065.02,11578.0065655967,238,5.47646355193151,60
239,1583.252,2006,8,6,32,0,24.4880592344511,4413.2940071412,1168.52391068082,60,842.7,11262.905909037,239,5.48063892334199,60
240,1338.887,2006,8,13,33,0,24.5144323704182,4374.94274438724,1103.18757473348,60,1056.03,11192.6453181333,240,5.48479693349065,60
241,1700.287,2006,8,20,34,1,24.5329435764354,4409.60045776429,1241.44506006742,61,1070.27,11143.65078632,241,5.48893772615669,61
242,1384.766,2006,8,27,35,0,24.3131785010824,4406.88620545042,1000.46348135172,62,1176.48,11205.765707688,242,5.49306144334055,62
243,1602.74,2006,9,3,36,1,23.8329847148676,4414.09790552627,574.733640749862,60,909.36,10994.5491369192,243,5.4971682252932,60
244,1399.717,2006,9,10,37,0,23.8343585395019,4415.52563164982,618.997026460996,60,1095.08,10990.1742232273,244,5.50125821054473,60
245,1406.673,2006,9,17,38,1,23.9124993530142,4357.2327297341,590.221182385748,62,902.83,10793.9868009045,245,5.50533153593236,62
246,1318.571,2006,9,24,39,0,24.0487847679787,4278.10996943989,870.874542652899,62,788.14,10502.7281208141,246,5.50938833662798,62
247,1488.817,2006,10,1,40,1,24.0205482880304,4252.32990487288,884.702512247105,62,848.7,10301.1553087327,247,5.51342874616498,62
248,1428.098,2006,10,8,41,0,24.1986835580013,4331.75904881827,819.253761307192,64,1010.32,10281.3597778594,248,5.51745289646471,64
249,1433.067,2006,10,15,42,1,24.3699238720749,4351.02204283875,646.05607033263,65,1100.22,10353.4438000735,249,5.52146091786225,65
250,1280.895,2006,10,22,43,0,24.7151159356599,4336.61970134888,700.74801591265,63,1118.72,10436.8194200661,250,5.52545293913178,63
251,1175.816,2006,10,29,44,0,24.8771371709174,4345.20324162135,665.75061762057,62,1123.19,10516.3274780595,251,5.52942908751142,62
252,1356.271,2006,11,5,45,1,24.8150411268283,4345.4556503923,595.802381629292,61,1533.69,10998.3847302536,252,5.53338948872752,61
253,1190.387,2006,11,12,46,0,24.9029086492009,4329.99306920011,555.966029518702,61,1547.73,11446.2762572282,253,5.53733426701854,61
254,1280.115,2006,11,19,47,1,24.9511443690787,4345.71537934312,553.841219025087,61,1184.48,11486.1286315054,254,5.54126354515843,61
255,1111.957,2006,11,26,48,0,25.0208398238977,4328.4952118734,468.385873553551,61,756.48,11093.9957683548,255,5.54517744447956,61
256,1295.583,2006,12,3,49,1,25.620029862512,4345.95128443423,501.46515277885,71,625.37,10609.9661915194,256,5.54907608489522,71
257,1100.332,2006,12,10,50,0,25.689025229192,4330.35179859846,468.063462439994,61,415.47,9964.43957236743,257,5.55295958492162,61
258,1154.962,2006,12,17,51,1,25.6163355187962,4322.59542106741,447.506387573074,61,235.52,9203.51561513068,258,5.55682806169954,61
259,1051.937,2006,12,24,52,0,25.3952317720774,4296.55288604509,410.722255028467,82,204.99,8488.15405361762,259,5.56068163101553,82
260,1019.339,2006,12,31,53,1,25.7797918874702,4307.48860649308,410.973015441607,62,312.89,7952.22864825585,260,5.56452040732269,62
